pos1,pos2,pos3,freq
PRON,SCONJ,SCONJ,26
PROPN,CCONJ,ADP,26
CCONJ,DET,PROPN,26
VERB,NOUN,NUM,26
PART,ADV,AUX,26
PART,ADP,NOUN,26
NOUN,NUM,CCONJ,26
PROPN,AUX,AUX,26
AUX,ADP,VERB,25
VERB,ADJ,PART,25
ADP,PROPN,DET,25
PROPN,CCONJ,ADV,25
ADJ,CCONJ,ADP,25
ADV,SCONJ,ADP,25
ADP,PROPN,NUM,25
SCONJ,PROPN,NOUN,25
ADV,CCONJ,SCONJ,25
ADV,ADP,SCONJ,25
CCONJ,ADV,NUM,25
NOUN,DET,PRON,25
NUM,NUM,PART,25
ADP,SCONJ,PART,25
DET,PROPN,VERB,25
SCONJ,ADJ,PRON,25
CCONJ,ADP,PROPN,25
PRON,ADJ,SCONJ,25
ADP,ADJ,PROPN,25
ADV,SCONJ,ADJ,25
NOUN,ADP,PART,25
CCONJ,NOUN,SCONJ,25
ADJ,DET,ADJ,25
PART,VERB,INTJ,25
CCONJ,PROPN,AUX,25
ADP,ADP,ADP,24
ADP,ADP,SCONJ,24
PROPN,DET,ADJ,24
ADV,SCONJ,ADV,24
ADJ,VERB,DET,24
VERB,PART,PART,24
ADV,ADV,NUM,24
NOUN,ADJ,SCONJ,24
ADV,ADJ,AUX,24
PRON,ADP,CCONJ,24
ADP,AUX,VERB,24
VERB,VERB,CCONJ,24
VERB,PART,NOUN,24
ADV,PROPN,NOUN,24
SCONJ,ADV,ADP,24
PART,PRON,PRON,24
ADV,ADJ,DET,24
PRON,ADP,SCONJ,24
CCONJ,PROPN,VERB,23
NUM,NUM,ADV,23
NOUN,NUM,AUX,23
SCONJ,ADV,AUX,23
VERB,PROPN,VERB,23
ADV,AUX,NOUN,23
SCONJ,ADV,DET,23
CCONJ,NUM,AUX,23
PART,PRON,NOUN,23
CCONJ,ADP,ADP,23
INTJ,ADP,DET,23
ADJ,ADP,SCONJ,23
CCONJ,SCONJ,NOUN,23
CCONJ,VERB,VERB,23
PRON,PRON,ADJ,23
ADJ,NUM,ADP,23
VERB,PROPN,ADP,22
NOUN,ADV,NUM,22
AUX,PART,NOUN,22
VERB,CCONJ,PART,22
SCONJ,CCONJ,PART,22
PRON,ADV,NOUN,22
VERB,CCONJ,ADJ,22
ADP,ADV,AUX,22
VERB,SCONJ,NUM,22
CCONJ,AUX,ADV,22
ADV,SCONJ,SCONJ,22
CCONJ,AUX,AUX,22
PRON,PROPN,VERB,22
PART,ADJ,PART,22
CCONJ,ADV,PROPN,22
NUM,ADP,ADP,22
PRON,ADJ,PART,22
ADV,ADV,INTJ,22
NOUN,PROPN,PART,22
ADV,VERB,PROPN,22
CCONJ,DET,NUM,22
AUX,SCONJ,ADJ,22
NUM,VERB,NOUN,22
PRON,NUM,NUM,21
ADP,PRON,NUM,21
SCONJ,VERB,DET,21
ADV,AUX,ADP,21
ADP,ADV,SCONJ,21
VERB,NUM,CCONJ,21
PROPN,VERB,ADV,21
PART,ADJ,CCONJ,21
PRON,PRON,DET,21
VERB,PART,ADJ,21
SCONJ,PRON,ADJ,21
ADJ,AUX,VERB,21
PROPN,VERB,PART,21
AUX,ADJ,PROPN,21
AUX,PART,SCONJ,21
SCONJ,ADJ,AUX,21
ADJ,AUX,DET,21
SCONJ,VERB,NOUN,21
SCONJ,NOUN,CCONJ,20
NOUN,DET,NUM,20
NUM,PRON,PRON,20
AUX,SCONJ,ADV,20
INTJ,VERB,ADP,20
ADP,VERB,CCONJ,20
AUX,PROPN,NOUN,20
ADV,DET,VERB,20
ADP,SCONJ,SCONJ,20
NOUN,PROPN,AUX,20
NOUN,NOUN,INTJ,20
PART,AUX,AUX,20
NOUN,INTJ,PRON,20
NUM,VERB,ADP,20
DET,PROPN,AUX,20
CCONJ,PART,PRON,19
PROPN,ADV,PRON,19
PRON,CCONJ,ADP,19
ADP,NUM,PRON,19
PRON,ADJ,VERB,19
ADP,DET,PRON,19
ADV,SCONJ,PROPN,19
ADJ,ADP,ADP,19
PART,ADV,PRON,19
ADJ,ADV,SCONJ,19
NOUN,NUM,PART,19
PART,NOUN,ADV,19
NOUN,ADP,INTJ,19
ADP,ADJ,ADV,19
INTJ,VERB,NOUN,19
ADJ,SCONJ,NOUN,19
PROPN,CCONJ,ADJ,19
INTJ,ADV,ADV,19
VERB,PROPN,CCONJ,19
AUX,SCONJ,AUX,19
PRON,SCONJ,AUX,19
VERB,AUX,NOUN,19
PRON,PART,NOUN,18
ADJ,NOUN,INTJ,18
CCONJ,NOUN,DET,18
CCONJ,AUX,DET,18
SCONJ,PROPN,PART,18
AUX,CCONJ,VERB,18
ADV,NUM,ADJ,18
AUX,NOUN,PROPN,18
PROPN,PRON,NOUN,18
PRON,NUM,ADP,18
CCONJ,SCONJ,ADP,18
SCONJ,NUM,NOUN,18
PROPN,ADV,ADP,18
NUM,AUX,VERB,18
VERB,ADJ,ADV,18
PROPN,NOUN,DET,18
NUM,PROPN,NOUN,18
CCONJ,NUM,VERB,18
NOUN,SCONJ,NUM,18
PART,AUX,NUM,18
ADV,PART,AUX,18
AUX,NOUN,ADV,18
ADV,PRON,DET,18
CCONJ,ADP,VERB,18
CCONJ,PART,ADV,18
NOUN,ADV,INTJ,18
AUX,CCONJ,ADV,18
ADV,NOUN,NUM,18
NOUN,PART,ADP,18
DET,PRON,AUX,18
PRON,CCONJ,AUX,18
PRON,ADJ,ADV,18
SCONJ,DET,VERB,18
ADJ,CCONJ,AUX,18
INTJ,VERB,DET,18
CCONJ,NUM,PART,18
NOUN,SCONJ,PART,18
ADJ,ADJ,ADP,18
ADP,SCONJ,AUX,17
NOUN,DET,VERB,17
PROPN,ADP,ADJ,17
VERB,PRON,INTJ,17
PRON,DET,PROPN,17
ADJ,PRON,NOUN,17
VERB,NOUN,PROPN,17
SCONJ,AUX,PART,17
SCONJ,PRON,SCONJ,17
ADV,DET,PROPN,17
PROPN,VERB,ADJ,17
ADJ,CCONJ,SCONJ,17
DET,PROPN,NUM,17
INTJ,ADV,ADP,17
CCONJ,PROPN,CCONJ,17
ADP,AUX,ADJ,17
ADV,VERB,INTJ,17
CCONJ,ADJ,SCONJ,17
NOUN,ADJ,PRON,17
SCONJ,NUM,ADP,17
AUX,SCONJ,VERB,16
ADV,CCONJ,PART,16
ADJ,PART,ADV,16
PRON,CCONJ,PART,16
ADJ,AUX,SCONJ,16
NOUN,DET,ADV,16
CCONJ,DET,PRON,16
ADV,CCONJ,NOUN,16
ADP,ADV,NOUN,16
ADJ,AUX,PART,16
CCONJ,VERB,NUM,16
SCONJ,NOUN,PRON,16
DET,VERB,ADJ,16
CCONJ,PRON,DET,16
CCONJ,CCONJ,VERB,16
PART,ADJ,ADV,16
CCONJ,AUX,ADJ,16
NUM,ADP,PROPN,16
ADV,NOUN,SCONJ,16
CCONJ,PART,DET,16
PRON,CCONJ,NOUN,16
AUX,PRON,NUM,16
AUX,ADP,ADV,16
DET,ADJ,DET,16
VERB,PROPN,AUX,16
ADJ,ADV,CCONJ,16
CCONJ,DET,ADV,16
ADP,PART,ADV,16
NOUN,ADJ,ADJ,16
INTJ,INTJ,INTJ,15
AUX,PRON,PART,15
INTJ,PROPN,NOUN,15
PRON,NOUN,INTJ,15
ADP,NUM,DET,15
NUM,AUX,PART,15
NOUN,ADJ,VERB,15
AUX,PRON,INTJ,15
NUM,VERB,DET,15
AUX,NOUN,AUX,15
PART,ADJ,PRON,15
ADJ,SCONJ,SCONJ,15
ADV,CCONJ,AUX,15
NUM,ADV,ADV,15
AUX,CCONJ,DET,15
ADJ,PRON,PRON,15
ADV,NOUN,PART,15
CCONJ,ADJ,VERB,15
NOUN,ADJ,PROPN,15
ADP,ADJ,DET,15
VERB,PART,ADP,15
ADJ,CCONJ,PART,15
NUM,NUM,PROPN,15
VERB,VERB,VERB,15
PRON,DET,NUM,15
CCONJ,VERB,INTJ,15
NOUN,PROPN,ADP,15
PROPN,AUX,NOUN,15
ADV,ADJ,NUM,15
VERB,AUX,ADP,15
ADP,AUX,PRON,15
CCONJ,ADJ,PRON,15
CCONJ,DET,VERB,15
VERB,ADJ,VERB,15
VERB,PROPN,ADV,15
PROPN,AUX,ADP,15
PROPN,PRON,ADV,14
CCONJ,PART,AUX,14
INTJ,NOUN,ADP,14
INTJ,ADV,ADJ,14
CCONJ,NUM,DET,14
PRON,SCONJ,ADP,14
ADJ,SCONJ,ADJ,14
PART,ADJ,ADJ,14
NUM,ADV,PRON,14
INTJ,NUM,NUM,14
CCONJ,ADJ,PART,14
ADV,PROPN,PART,14
AUX,SCONJ,PROPN,14
AUX,NOUN,PART,14
CCONJ,NUM,ADV,14
INTJ,PROPN,PROPN,14
NUM,PROPN,PROPN,14
SCONJ,PRON,DET,14
VERB,SCONJ,CCONJ,14
INTJ,PRON,PRON,14
ADP,CCONJ,AUX,14
NOUN,VERB,INTJ,14
PART,ADP,PRON,14
DET,NUM,PRON,14
NOUN,NUM,ADJ,14
ADJ,ADV,VERB,14
PRON,ADP,AUX,14
PART,PROPN,PROPN,13
ADV,ADV,PROPN,13
ADV,NUM,CCONJ,13
ADP,VERB,NUM,13
DET,PROPN,CCONJ,13
PRON,PROPN,AUX,13
SCONJ,ADP,NUM,13
INTJ,INTJ,ADV,13
CCONJ,PART,ADJ,13
PRON,SCONJ,ADJ,13
ADP,NUM,PART,13
VERB,ADJ,DET,13
PROPN,PROPN,INTJ,13
NUM,CCONJ,ADJ,13
ADP,PRON,INTJ,13
DET,VERB,ADP,13
ADV,CCONJ,ADJ,13
PROPN,VERB,PROPN,13
CCONJ,NOUN,PROPN,13
CCONJ,NOUN,NUM,13
PROPN,PRON,PRON,13
NOUN,ADJ,PART,13
CCONJ,SCONJ,ADV,13
ADJ,CCONJ,PROPN,13
PROPN,NUM,NOUN,13
NUM,ADV,VERB,13
PART,NOUN,DET,13
SCONJ,ADV,ADJ,13
DET,ADV,NOUN,13
NOUN,CCONJ,INTJ,13
VERB,INTJ,VERB,13
NOUN,ADV,PROPN,13
NOUN,PART,DET,13
VERB,PROPN,NUM,13
CCONJ,ADV,INTJ,12
VERB,NUM,ADV,12
PRON,PART,ADV,12
ADJ,AUX,ADJ,12
ADP,CCONJ,SCONJ,12
ADP,ADJ,SCONJ,12
AUX,NUM,CCONJ,12
ADP,PART,NUM,12
SCONJ,ADP,PROPN,12
ADJ,PRON,ADV,12
ADP,ADJ,AUX,12
CCONJ,ADP,NUM,12
NOUN,PART,PRON,12
PROPN,AUX,ADJ,12
SCONJ,NOUN,ADV,12
DET,PRON,VERB,12
NUM,NOUN,PROPN,12
AUX,NUM,ADJ,12
ADV,PART,ADJ,12
ADJ,AUX,AUX,12
ADV,NOUN,ADV,12
CCONJ,NUM,SCONJ,12
NUM,AUX,ADJ,12
NUM,NUM,SCONJ,12
ADP,AUX,SCONJ,12
SCONJ,SCONJ,SCONJ,12
INTJ,INTJ,VERB,12
AUX,NOUN,ADJ,12
NUM,CCONJ,NOUN,12
ADP,CCONJ,NOUN,12
PRON,DET,ADV,12
PROPN,VERB,NUM,12
SCONJ,ADV,VERB,12
PART,PRON,ADV,12
VERB,VERB,NUM,12
DET,DET,DET,12
ADJ,PROPN,CCONJ,12
VERB,ADV,PROPN,12
NOUN,PART,PROPN,12
ADJ,NUM,AUX,12
CCONJ,SCONJ,VERB,11
VERB,ADV,INTJ,11
PRON,SCONJ,NOUN,11
NUM,AUX,ADV,11
PROPN,DET,PROPN,11
ADV,PROPN,VERB,11
NUM,CCONJ,ADP,11
ADP,SCONJ,PROPN,11
ADP,ADJ,NUM,11
PROPN,NOUN,ADJ,11
NOUN,INTJ,DET,11
PROPN,PART,ADV,11
PART,AUX,SCONJ,11
DET,ADJ,PART,11
PRON,SCONJ,ADV,11
DET,ADJ,SCONJ,11
ADJ,PROPN,ADP,11
ADV,SCONJ,PART,11
PRON,NOUN,NUM,11
ADV,PART,DET,11
PROPN,ADP,VERB,11
ADV,PROPN,AUX,11
PRON,CCONJ,ADJ,11
AUX,PRON,PROPN,11
PRON,ADP,PART,11
VERB,ADP,INTJ,11
DET,NUM,ADV,11
SCONJ,DET,ADV,11
NOUN,NUM,VERB,11
VERB,CCONJ,NUM,11
ADV,SCONJ,VERB,11
SCONJ,ADP,ADJ,11
CCONJ,NOUN,ADJ,11
ADV,AUX,NUM,11
ADJ,ADP,AUX,11
SCONJ,ADJ,ADJ,11
CCONJ,PROPN,PRON,10
PROPN,SCONJ,DET,10
PART,ADV,NOUN,10
VERB,NUM,PRON,10
AUX,INTJ,PRON,10
PRON,INTJ,PRON,10
NUM,ADV,ADJ,10
NUM,DET,ADJ,10
ADJ,AUX,ADV,10
ADJ,ADJ,PRON,10
PROPN,ADV,DET,10
NUM,ADV,ADP,10
ADJ,PROPN,AUX,10
PART,ADV,PART,10
SCONJ,AUX,VERB,10
ADJ,SCONJ,PROPN,10
PRON,SCONJ,PROPN,10
ADP,ADJ,PART,10
NUM,VERB,PRON,10
PRON,ADJ,DET,10
ADJ,ADP,CCONJ,10
ADP,VERB,VERB,10
INTJ,ADV,VERB,10
ADP,VERB,PROPN,10
SCONJ,SCONJ,ADV,10
ADJ,SCONJ,ADP,10
ADJ,ADV,PART,10
SCONJ,ADP,VERB,10
PART,PRON,ADJ,10
PART,DET,VERB,10
NOUN,PROPN,NUM,10
NUM,AUX,ADP,10
NOUN,NUM,ADV,10
NUM,PRON,ADV,10
PROPN,ADJ,ADP,10
INTJ,CCONJ,ADV,10
NOUN,ADJ,ADV,10
NOUN,PROPN,ADV,10
ADP,INTJ,PRON,10
INTJ,ADP,NOUN,10
INTJ,SCONJ,AUX,10
PROPN,ADV,AUX,9
PROPN,PART,AUX,9
ADV,INTJ,DET,9
ADP,AUX,ADP,9
NOUN,INTJ,ADV,9
NOUN,ADJ,NUM,9
NUM,AUX,PRON,9
PRON,INTJ,VERB,9
ADV,DET,PRON,9
PROPN,CCONJ,SCONJ,9
CCONJ,ADP,ADV,9
ADJ,VERB,PART,9
ADP,NUM,ADV,9
CCONJ,PROPN,PART,9
ADJ,ADV,AUX,9
VERB,INTJ,SCONJ,9
AUX,PRON,CCONJ,9
CCONJ,ADJ,PROPN,9
AUX,NOUN,NUM,9
ADV,INTJ,ADJ,9
PRON,DET,VERB,9
ADJ,PRON,ADJ,9
ADP,ADV,PART,9
ADP,NUM,VERB,9
PROPN,VERB,CCONJ,9
ADP,ADP,CCONJ,9
VERB,INTJ,DET,9
CCONJ,PRON,CCONJ,9
INTJ,INTJ,SCONJ,9
AUX,PROPN,PART,9
NOUN,PRON,PART,9
PART,PRON,ADP,9
CCONJ,SCONJ,PROPN,9
ADP,SCONJ,ADV,9
CCONJ,VERB,PROPN,9
ADV,CCONJ,NUM,9
NOUN,PART,NUM,9
ADJ,VERB,ADV,9
ADJ,AUX,NOUN,9
ADP,SCONJ,ADP,9
NOUN,PROPN,PRON,9
SCONJ,ADJ,DET,8
NOUN,PRON,CCONJ,8
CCONJ,SCONJ,SCONJ,8
ADP,AUX,PART,8
VERB,INTJ,INTJ,8
ADJ,ADJ,PART,8
INTJ,NOUN,PRON,8
NOUN,NUM,SCONJ,8
AUX,ADP,CCONJ,8
DET,NUM,VERB,8
AUX,NOUN,DET,8
ADV,AUX,PROPN,8
DET,NUM,CCONJ,8
AUX,ADV,INTJ,8
CCONJ,ADJ,AUX,8
NUM,VERB,NUM,8
AUX,PART,PART,8
DET,VERB,PRON,8
PRON,ADV,NUM,8
DET,PROPN,ADV,8
VERB,AUX,NUM,8
PART,AUX,PART,8
ADJ,ADJ,PROPN,8
ADV,ADJ,PROPN,8
PART,CCONJ,PRON,8
PART,PRON,DET,8
PART,ADV,SCONJ,8
DET,PRON,ADV,8
SCONJ,PRON,CCONJ,8
ADJ,NUM,PART,8
INTJ,INTJ,ADJ,8
PRON,ADJ,NUM,8
ADV,PART,NOUN,8
AUX,SCONJ,NUM,8
CCONJ,CCONJ,ADV,8
VERB,PART,SCONJ,8
NUM,CCONJ,VERB,8
CCONJ,CCONJ,DET,8
NUM,ADJ,ADP,8
PROPN,NUM,PROPN,8
INTJ,NOUN,NUM,7
PART,ADV,CCONJ,7
AUX,INTJ,NUM,7
ADP,AUX,AUX,7
VERB,PROPN,PRON,7
NUM,NOUN,INTJ,7
AUX,CCONJ,AUX,7
PRON,SCONJ,PART,7
CCONJ,PROPN,ADP,7
PROPN,AUX,SCONJ,7
NOUN,PRON,SCONJ,7
AUX,PART,NUM,7
PROPN,CCONJ,NUM,7
DET,NUM,PART,7
INTJ,NOUN,VERB,7
ADP,NUM,SCONJ,7
NUM,CCONJ,AUX,7
INTJ,ADV,DET,7
VERB,PROPN,ADJ,7
PROPN,PART,PRON,7
ADJ,CCONJ,CCONJ,7
ADP,AUX,NOUN,7
ADV,ADP,AUX,7
PROPN,ADJ,PROPN,7
PART,ADJ,NUM,7
ADJ,VERB,ADJ,7
DET,PROPN,PRON,7
CCONJ,SCONJ,PART,7
ADJ,SCONJ,VERB,7
NOUN,AUX,INTJ,7
VERB,CCONJ,PROPN,7
NOUN,INTJ,NOUN,7
PRON,DET,DET,7
PRON,CCONJ,PROPN,7
PROPN,NUM,ADP,7
ADV,NUM,PART,7
ADJ,SCONJ,PART,7
ADV,INTJ,ADV,7
DET,ADV,DET,7
NOUN,PART,SCONJ,7
INTJ,CCONJ,ADP,7
PROPN,PART,PROPN,7
ADJ,ADJ,SCONJ,7
AUX,INTJ,VERB,7
ADV,PRON,NUM,7
PART,ADP,ADJ,7
VERB,ADJ,PROPN,7
NOUN,SCONJ,CCONJ,7
PRON,ADJ,AUX,7
DET,PROPN,PART,7
ADV,PRON,CCONJ,7
ADJ,PART,PART,7
INTJ,VERB,ADJ,7
VERB,ADJ,AUX,7
VERB,PART,CCONJ,7
PROPN,VERB,AUX,7
INTJ,ADV,SCONJ,7
PART,NOUN,PROPN,7
DET,ADJ,INTJ,7
SCONJ,SCONJ,ADP,7
AUX,ADV,PROPN,7
INTJ,CCONJ,VERB,7
INTJ,NUM,NOUN,7
SCONJ,ADJ,CCONJ,7
NOUN,PROPN,DET,7
VERB,ADJ,INTJ,6
NOUN,PROPN,ADJ,6
NOUN,INTJ,ADP,6
PART,PART,AUX,6
NUM,ADP,VERB,6
ADJ,VERB,CCONJ,6
ADV,INTJ,INTJ,6
PROPN,SCONJ,AUX,6
ADV,NOUN,PROPN,6
PART,NUM,ADP,6
ADJ,CCONJ,NUM,6
VERB,NUM,VERB,6
AUX,CCONJ,ADP,6
ADJ,DET,DET,6
AUX,AUX,CCONJ,6
PART,NOUN,NUM,6
PART,CCONJ,VERB,6
SCONJ,VERB,PART,6
PART,PART,ADV,6
AUX,INTJ,ADV,6
SCONJ,AUX,NOUN,6
INTJ,VERB,CCONJ,6
PART,ADP,PROPN,6
AUX,INTJ,INTJ,6
AUX,PROPN,VERB,6
SCONJ,AUX,AUX,6
ADJ,PRON,ADP,6
PROPN,VERB,VERB,6
SCONJ,SCONJ,ADJ,6
CCONJ,AUX,ADP,6
AUX,NOUN,SCONJ,6
ADJ,PROPN,VERB,6
SCONJ,ADP,ADP,6
NUM,ADJ,CCONJ,6
CCONJ,INTJ,VERB,6
VERB,INTJ,ADV,6
INTJ,NOUN,AUX,6
PRON,PRON,PROPN,6
ADV,ADP,CCONJ,6
CCONJ,CCONJ,NOUN,6
NUM,SCONJ,DET,6
ADJ,VERB,SCONJ,6
NUM,ADJ,ADJ,6
ADV,INTJ,NOUN,6
ADV,SCONJ,NUM,6
ADJ,ADJ,VERB,6
ADV,ADP,PART,6
PROPN,CCONJ,AUX,6
PROPN,PART,ADP,6
ADP,VERB,AUX,6
DET,PRON,PRON,6
NUM,AUX,SCONJ,6
PRON,PART,PRON,6
NOUN,ADJ,DET,6
VERB,NUM,PART,6
NOUN,PART,CCONJ,6
ADP,SCONJ,CCONJ,6
ADP,AUX,NUM,6
SCONJ,CCONJ,PRON,6
VERB,VERB,AUX,6
PROPN,AUX,NUM,6
PRON,PART,PART,6
PART,NOUN,ADJ,6
ADV,PART,NUM,6
ADP,ADP,PART,6
ADJ,PART,NOUN,6
ADP,CCONJ,ADJ,6
DET,PRON,CCONJ,6
ADV,NOUN,ADJ,6
INTJ,ADJ,ADJ,5
NUM,ADV,PART,5
INTJ,PART,VERB,5
ADP,ADP,AUX,5
SCONJ,VERB,ADV,5
CCONJ,NUM,PROPN,5
PART,ADJ,AUX,5
NUM,VERB,ADJ,5
SCONJ,VERB,VERB,5
VERB,INTJ,AUX,5
ADJ,NUM,PRON,5
ADJ,VERB,PROPN,5
ADJ,NUM,ADJ,5
DET,PRON,ADJ,5
AUX,ADP,SCONJ,5
ADJ,PART,ADJ,5
ADV,PROPN,CCONJ,5
PROPN,ADV,NOUN,5
ADV,PRON,SCONJ,5
ADV,PRON,PART,5
AUX,CCONJ,SCONJ,5
INTJ,PROPN,VERB,5
NUM,CCONJ,PROPN,5
ADJ,ADV,NUM,5
SCONJ,PART,DET,5
PROPN,INTJ,NOUN,5
ADJ,NUM,ADV,5
ADV,INTJ,ADP,5
PRON,PROPN,CCONJ,5
NUM,PRON,DET,5
NOUN,INTJ,SCONJ,5
ADP,PART,AUX,5
INTJ,ADP,PRON,5
DET,VERB,DET,5
PART,DET,NUM,5
CCONJ,AUX,NOUN,5
SCONJ,PART,ADV,5
AUX,NUM,DET,5
SCONJ,SCONJ,VERB,5
INTJ,INTJ,NOUN,5
SCONJ,VERB,SCONJ,5
PROPN,NUM,CCONJ,5
ADJ,SCONJ,ADV,5
ADP,INTJ,NOUN,5
VERB,INTJ,CCONJ,5
NOUN,PROPN,SCONJ,5
AUX,NUM,PART,5
NUM,VERB,CCONJ,5
VERB,INTJ,ADJ,5
AUX,PROPN,CCONJ,5
DET,DET,VERB,5
SCONJ,DET,PRON,5
NOUN,NUM,DET,5
CCONJ,NOUN,INTJ,5
PRON,PROPN,PRON,5
NUM,VERB,SCONJ,5
INTJ,PRON,ADP,5
PRON,PRON,CCONJ,5
CCONJ,AUX,SCONJ,5
ADV,CCONJ,PROPN,5
SCONJ,NOUN,ADJ,5
ADJ,ADV,DET,5
SCONJ,SCONJ,AUX,5
PRON,ADV,INTJ,5
DET,DET,NUM,5
CCONJ,INTJ,NOUN,5
CCONJ,ADJ,ADV,5
INTJ,AUX,VERB,5
SCONJ,VERB,ADJ,5
NUM,ADJ,NUM,5
VERB,PROPN,DET,5
SCONJ,PROPN,ADV,5
CCONJ,PRON,PROPN,4
PART,PART,PART,4
PRON,INTJ,INTJ,4
NUM,PRON,ADP,4
NUM,SCONJ,NOUN,4
CCONJ,CCONJ,CCONJ,4
INTJ,CCONJ,NOUN,4
DET,NOUN,PUNCT,4
CCONJ,PROPN,ADV,4
NUM,PRON,NOUN,4
PRON,DET,PRON,4
CCONJ,VERB,AUX,4
INTJ,ADJ,ADV,4
PROPN,ADV,CCONJ,4
PART,SCONJ,DET,4
ADJ,ADJ,NUM,4
INTJ,NOUN,CCONJ,4
SCONJ,NOUN,PROPN,4
NUM,ADJ,PROPN,4
ADV,INTJ,PROPN,4
INTJ,VERB,ADV,4
SCONJ,ADP,ADV,4
INTJ,CCONJ,DET,4
DET,ADV,PRON,4
SCONJ,CCONJ,DET,4
CCONJ,PRON,SCONJ,4
PROPN,PRON,DET,4
SCONJ,ADV,PROPN,4
DET,NUM,AUX,4
ADJ,PROPN,PRON,4
NUM,ADV,NUM,4
ADJ,PROPN,DET,4
PART,ADJ,PROPN,4
PROPN,ADP,ADV,4
PROPN,ADP,SCONJ,4
AUX,ADJ,INTJ,4
INTJ,SCONJ,ADJ,4
NOUN,ADJ,AUX,4
INTJ,NOUN,NOUN,4
ADP,SCONJ,VERB,4
SCONJ,ADV,NOUN,4
ADV,NOUN,DET,4
PROPN,PRON,ADP,4
VERB,CCONJ,CCONJ,4
PROPN,PART,CCONJ,4
PRON,CCONJ,CCONJ,4
ADV,PART,ADP,4
ADP,PART,NOUN,4
INTJ,ADJ,PART,4
CCONJ,PART,SCONJ,4
AUX,PROPN,AUX,4
CCONJ,ADP,SCONJ,4
CCONJ,PART,ADP,4
INTJ,VERB,SCONJ,4
PROPN,INTJ,VERB,4
DET,ADP,NOUN,4
PROPN,ADJ,VERB,4
AUX,DET,PRON,4
ADJ,INTJ,PRON,4
PART,ADJ,VERB,4
SCONJ,ADV,NUM,4
AUX,AUX,PROPN,4
SCONJ,VERB,CCONJ,4
VERB,SCONJ,INTJ,4
PROPN,ADP,ADP,4
CCONJ,INTJ,ADP,4
SCONJ,ADJ,VERB,4
ADV,ADP,INTJ,4
PART,PROPN,NOUN,4
ADJ,ADJ,AUX,4
PROPN,DET,NUM,4
DET,VERB,ADV,4
SCONJ,ADJ,PART,4
PRON,PRON,SCONJ,4
PROPN,SCONJ,SCONJ,4
PROPN,PART,INTJ,4
PRON,ADJ,INTJ,4
SCONJ,PART,PRON,4
ADV,INTJ,NUM,4
VERB,NUM,DET,4
SCONJ,PROPN,ADP,4
ADJ,SCONJ,AUX,4
CCONJ,ADJ,DET,4
ADJ,PROPN,NUM,4
PART,AUX,CCONJ,4
X,PRON,AUX,4
VERB,INTJ,NUM,4
VERB,CCONJ,INTJ,4
PART,ADP,VERB,4
VERB,NUM,PROPN,4
ADP,CCONJ,PART,4
PROPN,SCONJ,VERB,4
NUM,DET,PROPN,4
AUX,PART,INTJ,4
AUX,ADJ,NUM,4
DET,ADV,ADP,4
NOUN,NUM,PROPN,4
INTJ,DET,PRON,4
ADV,CCONJ,CCONJ,4
PROPN,VERB,INTJ,4
PRON,PROPN,ADP,4
SCONJ,NOUN,SCONJ,4
ADV,INTJ,SCONJ,4
AUX,CCONJ,NOUN,4
SCONJ,VERB,NUM,4
VERB,NUM,AUX,4
AUX,SCONJ,CCONJ,4
NUM,AUX,AUX,4
SCONJ,ADJ,PROPN,4
ADJ,NUM,VERB,4
PART,INTJ,PRON,4
CCONJ,INTJ,ADV,4
SCONJ,ADV,CCONJ,4
INTJ,NOUN,ADJ,4
NUM,ADV,AUX,4
PROPN,PART,NUM,4
VERB,NUM,SCONJ,4
INTJ,INTJ,DET,4
ADJ,ADV,NOUN,4
SCONJ,PART,ADJ,4
SCONJ,PROPN,CCONJ,4
VERB,NOUN,INTJ,4
AUX,INTJ,DET,4
DET,ADV,SCONJ,3
CCONJ,CCONJ,SCONJ,3
PROPN,NUM,PRON,3
PRON,NUM,CCONJ,3
PROPN,SCONJ,NUM,3
DET,VERB,NUM,3
ADJ,VERB,INTJ,3
ADP,DET,ADP,3
NOUN,INTJ,ADJ,3
ADV,INTJ,VERB,3
ADJ,PART,DET,3
INTJ,PART,ADP,3
AUX,ADP,PART,3
SCONJ,AUX,ADJ,3
INTJ,NUM,ADP,3
DET,DET,PROPN,3
INTJ,SCONJ,ADV,3
ADV,PROPN,NUM,3
ADV,INTJ,AUX,3
PROPN,NOUN,INTJ,3
SCONJ,ADJ,SCONJ,3
NOUN,PRON,INTJ,3
INTJ,NOUN,ADV,3
PRON,NUM,ADJ,3
PRON,INTJ,AUX,3
PART,INTJ,VERB,3
ADJ,DET,NUM,3
PROPN,ADV,PROPN,3
ADP,PART,ADP,3
PROPN,ADV,PART,3
PRON,CCONJ,INTJ,3
INTJ,AUX,DET,3
INTJ,INTJ,PART,3
VERB,PROPN,SCONJ,3
INTJ,ADJ,ADP,3
SCONJ,PART,NOUN,3
PRON,PROPN,PART,3
VERB,ADV,X,3
NOUN,INTJ,INTJ,3
PRON,ADV,PROPN,3
SCONJ,CCONJ,SCONJ,3
NUM,VERB,PART,3
NUM,SCONJ,ADJ,3
ADJ,PROPN,ADV,3
INTJ,CCONJ,INTJ,3
AUX,SCONJ,INTJ,3
SCONJ,VERB,AUX,3
SCONJ,INTJ,PRON,3
VERB,INTJ,PROPN,3
